comment,num_of_likes,reply_count
can you come to Serbia in Uzice? 🥺🥺🥺,0,0
This episode is phenomenal,0,0
VM granministerio te saluda,0,0
Thanks for 1k ❤️❤️❤️🥀🥀🥀🥀,0,0
أم الدنيا ❤,0,0
‏‪5:16‬‏ احا اية ده 😮😮,0,0
من قل أن الفراعنة المصريون الذين بنو الاهرامات أنها جدي الذي بناء الاهرامات,0,0
هل يوجد احد يتحدث اللغة العربية هنا؟,0,0
Imagine imagining,0,0
"We are more advanced! 💪
They ,o really !😂",0,0
انزل انزل يا ولد,0,0
"Kenapa ya, dubbing Indonesia itu dari dulu ga enak bgt di dengernya. Intonasi nya terlalu kaku. Ga natural.",0,0
"Key takeaway: To be able to do anything, start with building a pyramid.",0,0
"Great tips, thanks for sharing!",0,0
Now you need to visit area 51)))),0,0
mel,0,0
هههههههه هذا كلو مونتاج😂😂😂,0,0
jai ho,0,0
هلو,0,0
❤❤,0,0
🇧🇩🇧🇩🇧🇩,0,0
😂,0,0
kmon to IRAQ,0,0
والله لو جو حطاب صور هالفيديو كان طلع احلا منه بكثيييييييير،، لا نختلف على اهميته كمعلومات لكن خبرة جو حطاب بهيك محتوى اكثر بكثير منه وبطلع معه احلا بكثر,0,0
❤❤,0,0
Türk.var.nı,0,0
EROWNİİİİİİ Yİ ENGELDEN ÇIKAR🫡🫡,0,0
“Still water”💀💀💀☠️🤯,0,0
I want the uncut version of this video,0,0
PIPO ,0,0
برعي 🫡,0,0
Türk vamı alooo,0,0
❤❤❤❤❤,0,0
❤❤ العرب,0,0
"يقول الله تعالي لمن الملك اليوم ، بعد أن يفني الكل ويبقي الله ، فلا يجيب أحد ، فيقول الله تعالي أن الملك له هو الواحد القهار . 

( لمن الملك اليوم ، لله الواحد القهار )",0,0
Any one from ashiyan😊,0,0
♥️♥️♥️♥️🇧🇩🇧🇩🇧🇩🇧🇩 Bangladesh 🌹🌹,0,0
🇪🇬Hello to you in Egypt,0,0
wonder full.......,0,0
"Если бы не тупые шутки ведущих, то возможно было бы досмотреть до конца.",0,0
لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير .,0,0
Will you shoot your next video in Türkiye?,0,0
"😅Ha, you can come to Iraq ❤",0,0
Türk var mı 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,0
"as a modern person, i do not think there is electricity down there",0,0
Почему Карл стал адекватным,0,0
Мавродий😊,0,0
Круто❤,0,0
متأكد مليون في الميه ان الاهرامات دي موجوده قبل الفراعنه بألاف السنين والفراعنه ما هم الا دخلاص عليها واستخدموها استخدامات شخصيه زي ما العلماء بيقولو دلوقتي مثلا زي مقابر للملوك وهكذا.....واتفه سبب يأكد كلامي وهو ما جاء بعد الاهرامات في الاسر الي مسكت بعد كدا يعني قامو ببناء مقابر رديئه واهرام صغيره في غتية الردائه زي الاهرامات الي بجانب الهرم الاصغر وزي مقابر العمار الرديئه وزي ما المللك سنفرو جدد الهرم بالاخشاب القديمه وفي اسباب كتير اكبر سبب منهم مخليني مقتنع برأي دا هو القرأن الكريم لما فرعون قالي للوزير بتاعه يبني ليه  سرحا من الطين علشان يشوف رب موسي ...وكل ياخد باله قاله سرحا من الطين مقالوش يعني ابنيلي هرم  او برج او الكلام دا واستخدم كلمة الطين دليل علي انحدار التطور الي كانوا فيه....من سيبحث في هذا الموضوع باهتمام اكثر وتركيز سيري ان الفراعنه ما هم الي شعب عاشوا في حقبة زمينه معنيه كانت الاهرامات موجوده قبلها  واستخد\موها لمصالحخم الشخصيه..مثلما نحن الان وجدنا الاهرامات  واستخدمناها لمصالحنا الشخصيه ....منيتفق مع ويريد دلائل اوضح يترك لي تعليقا وسوف اساعده بكل تاكيد.,0,0
Wow mec t vraiment  le meilleur,0,0
Vem pra Paragominas por favo😢😢😢,0,0
بصراحه انا كمصري لم ارى كل هذه التفاصيل عن الاهرامات شعرت انني في المغامره معهم,0,0
❤🔥,0,0
Help😢😢,0,0
I love you Jimmie ❤,0,0
hello,0,0
Bangladesh Ami❤❤,0,0
สุดจัด,0,0
❤❤❤❤❤❤,0,0
Türk var mı,0,0
🎉,0,0
come to morocco sijn kara,0,0
Next time come to Iraq 🇮🇶❤️,0,0
I am from Bangladesh 🇧🇩,0,0
Jadi gimana mereka memasang lampu nya?,0,0
O cara conseguiu explorar as pirâmides krl,0,0
türk müsün,0,0
❤,0,0
"❤🧐
HajArab",0,0
❤,0,0
Salesman,0,0
انت فظيع يعم,0,0
Егорик,0,0
👍👍👍👍👍👍👍,0,0
Türkce tercuman berbat 🤦🏻‍♂️,0,0
lol,0,0
love from Bangladesh 🇧🇩❤️,0,0
Why nobody is talking about still water it can contain old viruses and stuff 😷,0,0
DISABLE DUBBING.. LOL,0,0
Still water 😢,0,0
مصر ام الدنيا وستظل ام الدنيا باذن الله,0,0
يعني كل هرم فيه غرفة و قبر ولماذا كل هذا الضخامه في البناء و ثانيا اذا انتم صغيري القامه لم تستطيعوا المرور من الانفاق كيف كانوا يمرون هؤلاء العمالقه,0,1
😱😱😃😃,0,0
21:42,0,0
italiani al minuto 3.32 tutti orgogliosi 🤙,0,0
انا اشتركت في القناة I want help,0,0
Shout out to doctor zahi. He is top notch funny og.,0,0
Anubis gonna come for you😂,0,0
"Best video ever about our pyramids, Egyptian and so proud ❤❤❤",0,0
Money for eating,0,0
😅 Pls send me 2 years worth of feastables,0,0
Hello mrbeast 😊,0,0
❤❤,0,0
"but, how @@ ??",0,0
"This video was amazing, learned a lot.",0,0
Wow,0,0
تحيا مصر❤,0,0
मुझको आईफोन चाहिए प्लीज दे दो,0,0
"This video was amazing, learned a lot.",0,0
❤❤❤,0,0
100 hours for 30 min video.,0,0
VM Gran misterio los saluda! Gran video.,0,0
😮😮😮😮😮😮😮😮,0,0
erownie,0,0
This is next-level insane!🔥,0,0
Lol,0,0
🎉🎉🎉🌸🌸🌸👁‍🗨👁‍🗨👁‍🗨👁‍🗨,0,0
হোলো ❤️‍🩹❤️‍🩹,0,0
❤❤ 🇪🇬🇪🇬,0,0
مصري وافتخر ❤❤❤🎉❤❤❤مين هنا مصري ❤,0,0
😂😂😂,0,0
welcome to Egypt,0,0
L'eau stagnante et super dangereuse,0,0
🇪🇬❤️🇪🇬,0,0
"This was exactly what I needed, thanks!",0,0
The brain eating amobea of the underworld be going crazy,0,0
I'm an ESCRIBER!,0,0
Егорик,0,0
Eres increíble de mrbeast❤,0,0
❤❤❤❤,0,0
хай джими сними игру в кальмара 2🐙,0,0
Woow ❤,0,0
"Welcome to Egypt, the mother of the world❤❤❤",0,0
مستر بيست طلع مذاكر دراسات اكثر مني,0,0
🇹🇲🇹🇲🇹🇲,0,0
رائع 🤩,0,0
It is very adventurous video❤,0,0
صلوا على النبي ❤,0,0
قوم عاد هم من بناء الاهرامات,0,0
لماذا! لم تدخل إلى اذن ابو الهول!?,0,0
مبسوطه جدااا ان العالم كله ملتفت حولنا وحول تاريخنا ومهتم❤🎉🎉🎉,0,0
Erownie abinin intikamı türk varmııı,0,0
erownie,0,0
Couldn’t be more proud 🥹❤️,0,0
❤❤❤❤❤❤❤❤❤,0,0
"عشان تبقي عارف انا مش خاين ولا عميل ضد البلد  ده اسمه بيع الآثار و بيع اصول البلد ودي خ*ي*ان*ة من ن*ظ*ا*م 
واللي حصل من ه*د*م و بيع و تهريب و تشويه للآثار ده يدل على مدي جهل و عدم احترام للآثار مهما كانت و الهرم على فكرة باعو بشوية فلوس لاتساوي شيء امام قدم و عظمة الآثار",0,0
I want iphone,0,0
💙,0,0
ليست الكائنات الفضائيه لاكن المصرين,0,0
Love you ❤️,0,0
Türk varmı,0,0
Erownie Turkey❤,0,0
Habiby come to Egypt☀️🤩,0,0
Bruh I saw mrbeast toy in Toyrus,0,0
That's,0,0
هل تعرف ربنا,0,0
لا إله إلا الله ❤,0,0
Türk varmı,0,0
Amazing content as always!,0,0
"اللي انا لاحظته في كتابات انجليزية كتير علي جدران الأهرامات وهم لايسمحو ان يلمس احد اثارهم( التي هي ليست لهم في الاساس) 
بينما ينحتون اسمائهم علي جدران بنيت قبل 4600 عام",0,0
plese,0,0
"مصر البلد الأجمل في العالم 
شكراً مستر بيست على هذا الفيديو الرائع",0,0
wow!!!!!!,0,0
i meann no ones stopping me to get htat gold:D,0,0
Welcome in Egypt ❤,0,0
احترمو عقولنا هيكل عظمي من ملايين السنين ابيض ناصع و لم يتحلل اطلاقا اووف كم اكره  وجودي في عالم كاذب مصر حضارة عظيمة و اهرمات  و بنائها لها سر لا يمكن انكاره,0,0
Oooooooooooo i love 💓 Egypt,0,0
Буду ждать когда мистер бист впервые вступит на Марс,0,0
الريتشششششش😮😮😮😮😮,0,0
😮😮,0,0
Republica dominicana,0,0
😢 لماذا,0,0
❤❤❤❤,0,0
Egypt has come first then the history came,0,0
"Давайте все вместе попросим биста, посетить зону 51, ZONE 51🗣️🙏",0,0
미친스케일!!,0,0
one of the best video ever seen!!,0,0
100 hours  in área 51,0,0
와.. 저게 뭐야,0,0
O cara tem que ser muito burro para acreditar que esse povo construiu essa pirâmide,0,0
"Bro is playing ""AMENTI"" IRL",0,0
مين الافضل الدون ام ميسي,0,0
Nice video,0,0
Hh,0,0
10:00,0,0
يا خبير زورنا لليمن,0,0
نفسى بعد الحلقة دى كل الآثار المصرية ف الخارج ترجع مصر تانى من اصغر حاجة لأكبر حاجة,0,0
Luar biasa ❤❤❤❤❤,0,0
Oooo,0,0
وععع,0,0
De alguna u otra forma logramos ingresar a las pirámides 💸💸💸,0,0
বাংলাদেশ থেকে কে কে আছো ❤❤❤❤,0,0
Great,0,0
Was there a dendrocilus at the top of piramid?,0,0
المصريون القدماء هم بناة الاهرامات 💪,0,0
360 million 😮❤😊,0,0
Main bhi youtuber hun,0,0
👏👏❤,0,0
Very nice ❤,0,0
background city,0,0
Five nights pyramids,0,0
кто русский лайкните,0,0
Bro went into a pyramid after Amenti released😂,0,0
Help mi,0,0
How do you pooping?,0,0
"Sou sua fã 
Número 1",0,0
Cómo es posible este suceso,0,0
FOLLOWING YOU FROM AZERBAIJAN,0,0
It was used to harvest energy not to be used as a tomb. 😂,0,0
Mrbeast abi neden erowniyi engeldin hee ne suçu vardı abimin😅,0,0
gösterilenlerin ‰1 olduğunu düşünüyorum,0,0
شوف الحتة بتاعت 21.42 ركز فيها في وش فوق,0,0
"Anh độ mixi , Nà ná na na anh Phùng Thanh Độ , yeah  Anh Độ Mixi  , Phùng Thanh Độ 
Anh Độ Mixi cảm ơn anh , anh Độ Mixi , Phùng Thanh Độ
Anh Độ mixi yeah yeah anh Độ Mixi Anh tên là anh Độ , anh Độ Mixi
Leo lên tầng sân thượng , anh Độ Skibi
Leo lên tầng sân thượng , na nồ na ni
Anh đang bận đang dở , e cảm ơn anh
Đem lại năng lượng bọn em hằng ngày
Em cảm ơn anh nhưng bữa cơm mà anh từng đấy
Bọn anh mời em đi chơi, mời e đi quẩy, ăn bậy các thứ...
vì vậy e  luôn biết ơn Anh Độ mixi
Yeah yeah , anh độ mixi 
Anh Độ Độ Mixi 
Anh tên Phùng Thanh Độ nhưng e gọi a Độ mixi...",0,0
شوف الحتة بتاعت 21.42 ركز فيها في وش فوق,0,0
Kaciw,0,0
YOU ARE THE BEST YOUTUBER,0,0
Any one from 2027 😂,0,1
Why theyre so many grafities on the top chamber,0,0
"اتمنى اني ااتي معك في أي تحدي  
مشترك جديد في قناتك الاسطورة ❤❤❤🎉 .",0,0
شوف الحتة بتاعت 21.42 ركز فيها في وش فوق,0,0
عمل رائع .. ولكم الاحترام اهلا بكم في مصر,0,0
"Масоны Египетские👍😅
Но из-за ерунды строить такую махину, не верю(",0,0
Still water ?,0,0
Still Water that they swimming 4.500 years old: finally a visitor,0,0
Я люблю тебя мистер бист 😊😊❤❤❤,0,0
واو 🫠,0,0
😮❤❤,0,0
I just escribed!,0,0
Куда уже мистер бист зашёл😅,0,0
The Holy Spirit is amazing,0,0
i am from Egypt,0,0
Erownie♥️♥️♥️♥️,0,0
Erownie♥️♥️♥️♥️,0,0
how much they've paid for this trip!,0,0
اليمنيون هم البناءه,0,0
The jews built this,0,0
تحيا مصر و الوطن العربي,0,0
Hello,0,0
omggggggggggggggg,0,0
omggggggggggggggggg,0,0
Rrrrrrrrrrr🖍️🖍️🖍️🖍️👑👑,0,0
Any Bangladeshi here?,0,1
On a laissé rentrer des clowns dans ces lieux sacrés 👀 !,0,0
هل في مصريين هنا ؟,0,0
الدوله الوحيده التي مزكوره في القران مصر,0,0
Türk varmı,0,0
Ha,0,0
こんにちわ,0,0
Он по любому свистнул золотую фигурку,0,0
❤❤,0,0
Mestr best ❤🎉,0,0
у меня во дворе в песочнице ито интереснее,0,0
@ELDRIANHETO,0,0
this is better than some of those adventure hollywood movies out there ong!,0,0
Que locura se adentro en las piramides. Ni a los turistas le permiten entrar a las piramides.,0,0
чего они орут как дурачки,0,0
สุดยอดเลยครับ👍,0,0
‏ادفع فلوس  الى السيسي ويخليك تنيييك ‏خفرع عادي,0,0
Nice ❤😂,0,0
الفراعنة شعب وحده ماعنده علاقة با المصرييين مع إحترامي لشعب المصري,0,0
Bangladesh 🇧🇩🇧🇩,0,0
Mitel best depositame 200mil varo pero en fa que es pa hoy🐒🐒🐒🐒🐒,0,0
Erownie'niyi neben engelebin.   Sadece Türk var mı yazmış,0,0
❤❤❤❤❤❤,0,0
egyptologists are living in dreamland,0,0
Türk var mi 🫂,0,0
Gravaram filmes lá,0,0
*wow*,0,0
Wow😮,0,0
"Your videos are always so helpful, thank you!",0,0
What about Tut's tomb?,0,0
nice,0,0
Türk warmı,0,0
مسموح للهواة ممنوع عن أصحاب البلد,0,0
its no the true pyramide,0,0
"10:27
Mm.....assive??",0,0
Let's find Taj mehal ❤❤😂😂😂,0,0
افضل حلقه تحكي عن تاريخ مصر ❤,0,0
মি: বিস্ট প্লিয আমাকে হেল্প করো,0,0
ESCRIBE 🗣️🗣️🗣️🔥🔥🔥🔊🔊🔊,0,0
52 братуха,0,0
Я вас как люблю я смотрел все ваши ролики ❤🎉❤😢😢❤❤,0,0
"If you can build the pyramids, you can do anything.",0,0
TÜRKLER RONALDO,0,0
🤎🤎🤍🇪🇬🤍🖤🖤,0,0
Nah mrbeast on Top 😂,0,0
Mrbeast😡    No.  Erownie.,0,0
피라미드를 100시간 매수했네,0,0
Древние люди не могли такое построить 🤷🏻‍♂️,0,0
many thanks,0,0
AC Origins vibe,0,0
Mntap bung❤,0,0
I'm Egyptian,0,0
مصر أم الدنيا ❤,0,0
türk varmi,0,0
I think he tries to find out for what napoleon sees,0,0
Graham Hancock,0,0
Помоги закрыть долги.,0,0
🇪🇬🇪🇬🇪🇬,0,0
Turk var mi,0,0
"Thank you for this video, very enlightening!",0,0
Falow 😊,0,0
❤❤❤,0,0
Falow 😊😅,0,0
We need an extended version ASAP!,0,0
Love you,0,0
🙂,0,0
Love love i from thailand 🙏🏻🇹🇭,0,0
Is there anyone who watches mrbeast and becomes Turkish?,0,0
رامي حاططللللك سممم بلعصصصيييير,0,0
