comment,num_of_likes
Maddi durumu düşuk biri kendinden iyi durumda olan birine para vermesi cok ilginc .😂 sosyolojik inceleme konusu 😂,0
this nonstopping voiceover is grueling,0
POV: Me and the boys going for a mining in Minecraft,0
my high ass thought that title says snoop dogg 💀💀,0
this lush cave in Minecraft bro,0
Có ae vn nào xem ko,0
Maybe some decent trekking shoes would have been a good idea...you know...with all the prepping you did in advance 😂,0
Too much add,0
Por que no llevas equipo  de seguridad  que tonto eres,0
Я был в этой пещере 1937 году. Мы нашли там останки огромнозавра. Рост огромнозавра 44 метра.,0
minecraft 1.18,0
abi tesekkürler ❤,0
The World's Largest Cave: It can have a 40-storey skyscraper inside.,0
This clickbait thumbnail is diabolical at this point,0
Why that bgm is of pain from naruto,0
젤다의 전설 게임에서나 볼 법한 멋진 비주얼의 자연 명소네요,0
Proud to be born here.,0
đây có lẽ là điều bình thường khi tôi đi đào kháng sản trong Minecraft khi đi vào hang 🐧🐧🐧,0
Uncharted 😮,0
03:20 düyanın e deri mağrasına giren adam bile kayabiliyomuş demek :D,0
Ternyata Indonesia Terlihat besar juga ya di peta,0
i can't believe they allowed you to go in the cave in sneakers. it's a wonder you only slipped once.,0
Welcome to Area Zero. Hope you got your Koraidon/Miraidon.,0
"Damn, somehow walked into a limgrave dungeon",0
"I prefer to doubt everything. Thank You for sharing the truth.


💖✴🙏",0
"A bunch of Vietnamese folks saying a bitter 'thanks' to foreigners — ‘cause their salary waves are so small, they can’t even afford to explore their own country. Gotta rely on the government teaming up with foreign companies just to turn it into something profitable.",0
বাংলাদেশ থেকে 🇧🇩,0
MashaAllah. ❤,0
what in the Elden Ring?!!,0
😮,0
minecraft lush cave,0
🔝🔝,0
Video rất hay,0
Muazzam bir yerdi zevkle ve merakla izledim🥳,0
SOOOO sick !! This really reminds me of the cave in Uncharted 4 in end . Where is the treasure ? The treasure probably is the cave itself :)),0
ykow what else is massive?,0
From above that huge hole looks like a meteorite/asteroid impact site.,0
Ruhi ülke gündemine bu kadar fransiz kalmasaydin keşke elinde böyle bir güç varken,0
Ya'juz wal ma'juz ?,0
Coba kunjungi peternakan skinwalker,0
hard to follow the sequence what’s happening when there’s cuts every 3 seconds and it’s over edited but I guess that’s what is necessary to retain the attention of the people who enjoy watching these kinds of videos,0
Ruhi abi seni çok seviyorum❤,0
kanalın en en en iyi videosu,0
the phasing of this video is kind of tiktok level. jump cuts every few seconds :/,0
3:23 Corona v2 confirmed,0
All I could think of was middle earth.,0
I will surely visit someday,0
hello bạn. Tôi là người VIET NAM,0
Mega dungeon. Nice touch,0
Stop talking about million of years you just don't know how long.,0
"Very well made and informative video and I am saying this for both the cave and the ad. You highlighted the useful features while telling us more about the fossil and this made a very good product demo. Keep making awesome videos, I have seen almost all of your hindi ones.",0
you know what else is massive??,0
quedo agradecido por el aporte y darnos a conocer tanta maravilla.,0
Monkey not Minkey and 20 seconds for a drop of rain to fall..I call bull crap,0
"Reminded me of ""The cave"" movie",0
❤,0
you know what else is massive?,0
welcome to Việt Nam,0
"Und alles mit Turnschuhen und Badelatschen, das ist schon ziemlich professionell!",0
Batman ev ziyareti yapmış,0
Imo humans should stay away from the cave,0
"Хорошо,что эта пещера не в России. Иначе путинские приспешники обязательно построили бы там жилой квартал или коттеджный посёлок.",0
From Vietnam with Love ❤🇻🇳,0
Abi kim der burası mağara,0
for me cenet ist one of the best documentary's video..i always waiting the Osm journey,0
tekler,0
Girdigim hiçbir magaraya benzemiyor burası 😀,0
Vietnamese ❤,0
Hollow Earth,0
membutuhkan uang berapa untuk keliling dunia?,0
Teşekkürler.,0
TUNOIDONGXANHTHOMHUONGLUA🔥🔥🔥,0
Unbelievable video,0
There might be more cave like this that human have not discovered and dinosaur like t rex might be living in those cave,0
çok iyi,0
Sơn doong in vietnam 🇻🇳,0
i feel like i had a dream of this place its giving me weird dejavu,0
I can’t believe the shoes these guys wore. 😂,0
"Abi Azərbaycan'da Piralah'iya gide bilirmisin, lütfenn",0
keşke daha uzun olsaydı,0
Thật tự hào🎉,0
I have some question in this channel I want you guys to answer if you can,0
"This doc is just a pretext to sell some ""applications"" (overall thes stuf they call ""IA"" 😂)... without any interest. You call learn muche more with classical documentary.",0
"начало видео. мы изучили с чем нам придется сталкнутся. следующий момент, в кросовках рассекают по джунглям и пещерам. браво, гении!)",0
They found Zion?,0
"Oh goodness, I wish humans would leave this alone 🙏🏾",0
Why sneakers?,0
just amazing !,0
bintang?,0
How long before we mess that up,0
Уф вот это дырка,0
"Хорошо что туристов туда не водят, все чисто",0
,0
"""Made in Abyss"" but horizontal version :D",0
Mantap,0
Опера по коням,0
I wasnt able to find any narrator credited so this must be AI voice?,0
OH,0
well well well,0
massive?,0
❤,0
"*Vontade de limpar um lugarzinho aí, e morar ai pra sempre*",0
Eid Mubarak,0
Reminds of Jules Vernes Journey to the centre of the earth,0
ümit özdağ yanlız değildir... 🐺🐺🐺🐺🐺🐺🐺🐺🐺🐺🐺🐺🐺,0
Müthiş.,0
"the perfect cave to make a ""yo mama"" joke",0
"Cảm ơn bạn. Mọi người hãy đến Việt Nam du lịch nhé. Còn rất nhiều cảnh đẹp và người dân Việt Nam rất mến khách , chắc chắn sẽ cho mọi người những trải nghiệm tuyệt vời. Tôi Tự hào là người Việt Nam",0
"Thanks for opera endors, i use the opera mini 🎉",0
ryuii,0
Gururumuzsunnn🎉,0
Su seviyesi plastik malzemeyi sıkıştırmış diyor orada ne işi var plastik malzemenin yeni keşfedilen yer diyorsunuz,0
"Allah says in the Quran, ""Which of My blessings will you deny?"" Allah has made this earth very vast, there are many places that man has not yet seen.",0
6.19 da açan bitki bana wall e animasyonunu anımsatti,0
i ,0
Chào mừng bạn đã đến với Việt Nam ❤️,0
From VietNam with love ❤❤❤,0
волшебное место,0
Az video çok olabilir di,0
this aint no open world game lmao,0
This is the one time I would go cave diving,0
Во придурошные) В кросовках под водой ходят,0
And no King kong?,0
Did somebody say... Massive?,0
Os video desse cara muito bom ❤,0
wao 😮,0
I think this is the only cave i would go in for cave diving,0
From Jay Dyer😎☦️👏,0
i❤,0
Сьездить бы туда хотя бы раз в жизни. Очень красиво.,0
How was the faaallll,0
amazing place!,0
Wow in hindi language wow,0
Ülke gündemi bu haldeyken çıkıp bir açıklama yapmaman ne kadar düşük değerinin olduğunu gösteriyor,0
YouTube Premium+ Content ❤❤❤,0
"I didnt believe it at first, and i thought i was listening to the hair guy from ancient aliens but im glad i stuck around for a while to see otherwise. Cool stuff.",0
"Gotta do like the Vietnam Veterans did, wear pantyhose to keep leeches from digging in, Levi's 501's (double check that) to beat back the mosquitoes. Worked real well for my Uncle, to this day he doesn't regret it. You're awesome at what you do, valuable content to constantly learn from. Best part of my algorithm.",0
Tôi là người Việt Nam 🇻🇳 cảm ơn bạn vì bộ phim tài liệu này…,0
those huge malls be like:,0
tự hào,0
welcome to the underground,0
Big fan brother 🇧🇩 6:20,0
hollow earth,0
Oyuk dünya teorisi vardı. Demek gercek,0
you know what else is massive?,0
알고리즘을 타고 채널을 보게 되었는데요. 아름다운 대자연을 알려주셔서 감사합니다.,0
8:46 как ты не заметил букву N? Это пишера капитана Nemo😂,0
😱😱😱,0
11.51 Malayan krait or blue krait ( Bungarus candidus) hightly vonomos.,0
Single boys like karo❤️😂,0
आपकी कमेंट्री लाज़वाब है वरना कई लोग हिंदी कमेंट्री के नाम पर ज्यादा english बोलते है ❤,0
The cave formations in Vietnam are incredible to see in person.,0
Where is,0
Cảm ơn bạn vì video này,0
"The worst part is this video is the explanations. I want to see it again without anyone explaining away the glory which points to something we could never have imagined as a fact-not-fantasy. 
But thank you to the videographer that took us along to real-life evidence of the inner-earth.",0
It's Vietnam,0
Can't believe my eyes ! A Minecraft mod became a reality 😲,0
Awesome,0
Agartha???,0
ARK Abberation,0
"Ruhi çenet, why your first dub is english? Sanırım daha verimli",0
"Every Tour cost tons of money, and the Visitor must join some physical lesson and climbing class before entering the cave. There are 3-4 supporter for every Visitor to help them carry package, setup and clean up everything to keep this Area as clean as possible.",0
Indian lobby here ❤,0
Now THIS is cool!!,0
Tv de  belgesel diye yayinlansin,0
just like in Minecraft!,0
The cave of Ya’juj wa Ma’juj is definitely bigger.,0
Обычная пещера в майнкрафте,0
""" Guano ! Hello ! """,0
Vietnam của tôi,0
So ung dong is the #2 largest cave before son doong. And son dong is inside ung dong. Tells you just how massive ung dong is if we just recently discovered son doong.,0
caves and cliffs update,0
Tự hào quá,0
Как в Майнкрафте,0
😍😍😍😍,0
Hang sơn đoon. In VIÊT NAM.❤❤❤❤❤. VIỆT NAM.❤❤❤❤❤❤❤❤❤❤❤❤,0
I am very proud because my country has the largest cave in the world.,0
Good👏💯,0
"I liked your videos for your authenticity. This AI voicover would have been tough but I would have stayed subscribed, the the blatant AI comments, silencing peoples dislike of the change is enough to make me unsub.

Cya",0
Tôi là người Việt Nam nhưng hơn 30 năm rồi mới nghe đến sự kỳ diệu của Hang động này! Thật sự quá bất ngờ và ngạc nhiên về thiên nhiên kỳ bí tại VN ( thứ hiếm hoi chưa bị con người VN khai thác và làm vấy bẩn. Thanks God ). Rất tự hào là người VN. Cảm ơn bạn đã làm 1 video rất sâu sắc và chân thực.,0
Wow,0
ชอบมากครับ,0
❤,0
I honestly hate this AI voicover and all the bot comments to silence peoples comments,0
"What is up with all these bot comments?

Also why did you not use your original voice?

I liked your videos the way they were. This sounds like your voice, but it is talking isn't like you and doesn't seem authentic. Is it an AI voice-over?

I liked your original videos",0
"Love your videos. 

Curious: did you use AI to create the narration? It’s your voice, but the annunciation is too perfect. It doesn’t have your accent which we’ve all grown to love!",0
Journey to the center of the earth type of shi,0
VIET NAM CUA TAO,0
"Maravilloso video , saludos",0
geofront,0
Hani dinazorlar garip yaratıklar   hayal kırıklı oldu bana,0
It should be improved for security.❤,0
Wow 😮the view from 7:40. Great video 🎊,0
"Woooww, cave of wonders",0
"Welcome to Vietnam, pls come to Vietnam, thank you very much for making a video about VN",0
keren,0
This is the only cave I would go into,0
Subhanallah Alkhamdulillah Allahu Akbar... Masya Allah❤😇🙏👼,0
เสียงไทยว่ะ,0
Cho vé thăm son doong ký quan thế giới nguyên sinh còn lại trên trái đất,0
Yêu đất nước Việt Nam vô cùng,0
Half Life 2 monsters irl.,0
Woa thật ý nghĩa khi hang động đẹp đã được khám phá,0
Btw how many diamonds u got,0
có người Việt Nam ở đây không,0
This video is gonna do numbers on TikTok,0
Hang động Sơn Đoòng rất lớn. Ý tôi là nó lớn đến mức đủ để chứa nhiều hơn 1 chiếc Boeing 737.,0
Ruhi bey emeğine yüreğine sağlık sonsuz teşekkürler,0
Hella fake lmao a.i too,0
8:42 half life barnacles?? 👀,0
Itu goa Akatsuki ga sih,0
Minecraft after the Cave and clif update:,0
"I The German dubbing actor is really not that good. Sometimes he speaks slowly, then he speaks incredibly quickly and you can tell that he is reading everything. The one from before was better and reading from the text is nothing wrong but you shouldn't be able to feel it.",0
Bro started teaching us how to use our computers to navigate the Internet lol,0
🙊,0
build a resort in it please.,0
Việt Nam tôi đó,0
It’s blacktreach,0
Amazing ❤,0
"Bayramınız mübarek olsun
TR29 0006 2001 2470 0006 6586 40
Emre Eren",0
"This is what cave exploring is for me, not “crawling” inside devil’s anus",0
Would like to see an Avartar movie play with this kind of habitat,0
Tears of the Kingdom underworld is real??,0
"Thanks for the Polish dubbing, it was great",0
"Ruhi Çenet, sen yaşayan bir efsanesin!",0
Which one language you apply to watch this video . mine English,0
nice,0
I got beautiful wallpapers❤,0
Opera es una mierda XD,0
Thank you for this Ruhi. Amazing to know there are still barely explored places. Keep up the good work,0
ႁၢင်ႈလီ,0
"a very beautiful cave in vietnam, wish i had the chance to experience there too",0
8:30<- When you realize a common video game trope is based on real life horrors..🧐,0
Как знала что этот выпуск скоро выйдет!,0
Biggest KNOWN cave.,0
The ice age movie was real the entire time??,0
"Почему канал на русском языке, а комментарии в основном на иностранных языках?",0
THANKS FOR VISITING MY COUNTRY,0
Amazing nature.,0
Best video,0
