comment,sentiment
I ressurected multiple hour QA,1 star
imagine the pyramids were also decoys,1 star
Egypt is the history you can discover all you just need contains magnificent things and historical welcome to Egypt,5 stars
this gonna be watched in schools,5 stars
Great,5 stars
Im form Bangladesh,5 stars
As an I am so proud of such HISTORY we haveee,5 stars
Love From indian,5 stars
Thanks for the gold bro I just digged it up,5 stars
Coolest video of yours,5 stars
Thanks for sharing learned a,5 stars
im egyptian and not yet have seen the pyramids inshallah i,1 star
As an I am so proud,5 stars
Next place Ararat and Noe covcheg,3 stars
WAS,3 stars
Bro ur in the news in Egypt,5 stars
how is it possible to breathe They were hundreds of meters the air reaching the was it,5 stars
Egyptian government must be so desperate for some cash Classic Sisi,2 stars
getting anxiety watching this,4 stars
Nolan I love,5 stars
money is money,5 stars
The Jews built the pyramids,5 stars
What if you did the hour challenge on a,4 stars
i bought a property in and what they do for ya is giveutheproperty,5 stars
buy,5 stars
As an Egyptian i enjoyed that video thank you,5 stars
Mister Beast you are the best,5 stars
Your only popular cuz you have Money and some people are starving they have home and they pay their bills So plz help them,5 stars
More from Egypt,5 stars
Next video I spend hours in Area,4 stars
hey awesome stuff there i just subscribed,5 stars
I am going To payramids this year,5 stars
Thank you Visit Egypt again They are kind there,5 stars
it really just goes all the way down there The,1 star
WONDERFUL,5 stars
I see the Escribe button,3 stars
still,4 stars
Thx for the free,5 stars
I love Egypt in Egypt I saw you to while you are filming you went to Giza,5 stars
Nice propaganda video for Egyptian government,4 stars
will u marty me,5 stars
nolen think he is Indiana Jones,3 stars
As a content creator I should visit pyramids in Egypt,5 stars
I am Egyptian,5 stars
boraiy was very cool,5 stars
I find this really interesting,5 stars
gonna be there in thanx this video,5 stars
This was super,5 stars
Life the you videos,5 stars
This ia the best advenrure I have ever seen,5 stars
Why you do hours in,5 stars
Iam Egyption and,5 stars
Egyptian and proud,5 stars
the video,4 stars
Power of YouTuber,5 stars
Egyptians Were The Builders,4 stars
Thank you for this very,5 stars
Egypt came then,1 star
W video but be carefully for the brain eating Bacteria,3 stars
This was educational,5 stars
Welcome to egypt,5 stars
I from Egypt,1 star
I wish to be your video editor,5 stars
Wishing you the very best,5 stars
Thanks for sharing learned a,5 stars
omg this video is sooooo funny xD,5 stars
Great thanks for,5 stars
and yk what else is massive low taper fade,2 stars
what other camp for mdaa,3 stars
Boraiy was so,3 stars
The new ambassador of the Pharaonic civilization has arrived,5 stars
what does the curse do to you do you wanna try,5 stars
not the stikk water with brain eating ameba,1 star
the only way,5 stars
Egypt has always fascinated the both ancient and modern,5 stars
These videos are the best ever made,5 stars
Egyptian people are amazing,5 stars
There was actually new tomb revealed Egypt,3 stars
Love for Bangladesh,5 stars
This was super,5 stars
This video was learned a,5 stars
Can you host a Turk in your,5 stars
Travel is so universally,5 stars
This video was learned a,5 stars
Oh this so big,1 star
Wow Egypt Civilization is,5 stars
As an persian i wish i could come and see there,5 stars
peach,5 stars
Egyptian history very wonderful Thanks for this nice experience,5 stars
Thanks for sharing learned a,5 stars
Egypt,3 stars
I am from Egypt,1 star
this is frankly sucking up to egypt and shiting on this,1 star
no ant for the,2 stars
Thank you for this very,5 stars
The Pyramids and sphinx were built by the Israelite slaves for the pharaoh rameses II,4 stars
I wish I could be in ur videos,3 stars
BURDAMI,3 stars
This video was learned a,5 stars
Make sure yall get parasites going under that,3 stars
Can I get feastable I want to try,3 stars
Amazing content as,5 stars
The pyramids of Giza were not the first to be built on there are multiple other pyramids built thousands and even tens of thousands of years before the Giza pyramids were built,2 stars
we need tamil audio track,3 stars
The intention of the great pyramids of Giza was not for it to be a hydrochloride and zinc were transported around the pyramids through tiny they had resonance chambers throughout the the hydrochloride and zinc would cause the chambers to resonate frequencies around the pyramids and then somehow harness the energy from the why they were placed DIRECTLY under I explained it better in far more detail but been many years since I learned about Nikola Tesla confirmed that he thought this was what they were built for and how they were used too,2 stars
Bro is in another level,3 stars
This is the goat video,5 stars
What an amazing Do it in chichetnitza,5 stars
BRO PLS COME BACK AND MAKE A VID WITH MEEEE,1 star
When demolition the head of,1 star
This is just awesome,5 stars
still,4 stars
to our beloved land always,5 stars
I Love Bangladesh,5 stars
Why people seeing this,5 stars
Egypt is This is one of the best,5 stars
Find the Abilai grave,3 stars
Lol I am in Egypt rn,5 stars
Great thanks for,5 stars
I subscribed but get cookie,1 star
Thank you for the great,5 stars
Proud to be Egyptian,5 stars
We are the Egyptians,5 stars
years,5 stars
Such a suspense n amazing,5 stars
I am your new subscriber,5 stars
This video was learned a,5 stars
Amazing content as,5 stars
I watched this I watched vidio I write this And I am from Azerbaijan,1 star
Wow thankyou for this,5 stars
Your videos are always so thank,5 stars
I am from Egypt And I tell welcome to our ancient presence,5 stars
Make u proud to be Egyptian,5 stars
Love it,5 stars
Mrbeast causally climbing up the pyramid were only people have been to fine some gang symbols,1 star
Amazing content as,5 stars
As an Egyptian this is the best video showing and describing our ancient history,5 stars
bro can you send me any gift,1 star
Your videos are always so thank,5 stars
This vlog video actually awesome,5 stars
How is he allowed to do that,5 stars
This was super,5 stars
they playing Minecraft,4 stars
Coryxkenshin just made a scary vid about this,5 stars
What if the egiptions were ailions,2 stars
pyramids are not,1 star
Who pays more who gets the more,3 stars
I am so proud that i am egyptian,5 stars
how did they get permission,1 star
Welcome to Egypt,5 stars
Great video,5 stars
Historical,4 stars
Feer Palestinian,1 star
Love from Bangladesh,5 stars
Best video so thank you,5 stars
Thanks for sharing learned a,5 stars
Totally escribed,1 star
Welcome world to Egypt,5 stars
Thanks for sharing learned a,5 stars
I can tell now i visit the pyramides in Egypte i dont,3 stars
A treasure hunt video would be cool,4 stars
Your videos are always so thank,5 stars
This video was learned a,5 stars
I am from Egypt and watch Best,5 stars
Why not come to Iraq,1 star
Your videos are always so thank,5 stars
I am your fan mrbeast,5 stars
this is crazy fr,1 star
Zahy hawass,1 star
I am from Egypt and,1 star
this is crazy fr,1 star
a wonderful adventure ever although,5 stars
Egyptian people very very kind,3 stars
Great thanks for,5 stars
Aliens build the,5 stars
I,5 stars
I Spent Hours Inside The Dubbed,1 star
is that Indiana Jones,1 star
This was super,5 stars
Come to odisha Konark temple,5 stars
wanna make a new content im ready,5 stars
Those are much older than,3 stars
Thank you for the great,5 stars
Spend hours in Area,4 stars
Why are they screaming the whole,1 star
We are not arab we are egyptians,1 star
a how to,5 stars
Our prophet was the king of eygypt,5 stars
Great Really enjoyed,5 stars
he drowned in red ocean,1 star
This was exactly what I,5 stars
I need,5 stars
getting to old for mester this is to much money focused,2 stars
Logan Paul getting banned from Egypt is still wild,5 stars
can i dubbing your video english to hindi tell me ok,3 stars
Egypt tourists after this,1 star
from Kazan city,5 stars
Now absolutely he needs to collaborate with national geographic,1 star
How to turn the dub,5 stars
Bro actually became a cave diver,1 star
IPhone,5 stars
This was exactly what I,5 stars
Wow amazing,5 stars
Nolan there But The cameraman was everywhere,2 stars
Amazing content as,5 stars
First,5 stars
Watching this video right after finishing Indiana Jones and The Great Circle made the experience even,5 stars
I am watching your video from,5 stars
Egypt govt will let you do anything there for money,1 star
MOST INTERESTING VIDEO YOU HAVE EVER MADE,5 stars
Egypt is the best,5 stars
Love you from Bangladesh,5 stars
Spend hours in GAZA nxt,1 star
Bro I hope I see you,5 stars
As an I approve of this video except for putting one of your gold toys inside of the tomb Egyptian approved,3 stars
Soy Argentino,5 stars
Awesome footage in our pyramid,5 stars
It was so fun watching omg,5 stars
As an Egyptian I have seen theses things for the first time And this is your best video ever,5 stars
Love how he says gained sure there are of,5 stars
This is the most wonderful video I have ever seen,5 stars
Nice one,5 stars
Amar from yes theory is next then,3 stars
I hope he get out anymore,3 stars
I love your chocolate,5 stars
Thank you Mrbeast for wonderfull,5 stars
Bro Love From Bangladesh,5 stars
And you made a minute with very little too much screaming and,2 stars
How did he get permission crazy,1 star
What even tutcarmphmen tumb,1 star
This is incredibly insane,1 star
Bro this is crazy,5 stars
Was that still water,3 stars
Yo did he speak in Arabic quite cool,3 stars
BEAST GAMES ARE THE BEST,5 stars
to Egypt,1 star
proud to be Egyptian,5 stars
this is one of the best videos ever,5 stars
I am Egyptian and tell welcome to the oldest and greatest civilization in the world It is the Pharaohs,5 stars
The helicopter har Indian flag,5 stars
Coolest archaeologists,5 stars
Carly,4 stars
Geto and Gojo,5 stars
Egyptians are the,5 stars
I bought a property on egypt,5 stars
i tottaly think this is cool,5 stars
I want area tour,5 stars
Egypt is not a historical Egypt came first and then came,1 star
The,5 stars
This is when did CNN buy you,5 stars
betting they let you do all that because of all the money you gve,1 star
I escribed already,1 star
Your videos are amazing and i order feastable because of you,5 stars
Watching from Bangladesh,1 star
Boss im Bangladeshi iam big fan of you,5 stars
I love you brother,5 stars
Proud to be Egyptian,5 stars
One of the most beautiful videos that you did from the beloved our dear land and our great civilization,5 stars
Surviving hours on mars,4 stars
Thats obvious that Israeli people made not the egyptians,2 stars
I Love you Ms,5 stars
The best Thank,5 stars
hopefully nothing untoward happens,3 stars
a agyptant,3 stars
What a,5 stars
ismthere a city there,5 stars
The access granted in this video is te manda saludos,5 stars
Bro solved the myths,4 stars
Egipte Albanian Egjipti Arabic Belarusian Bulgarian Catalan Egipte Czech Egypt Danish Egypten Dutch Egypte English Egypt Estonian Egiptus Farsi Finnish Egypti French Galician Exipto German Greek Hebrew Hindi Hungarian Egyiptom Icelandic Egyptaland Indonesian Mesir Irish An Italian Egitto Japanese Korean Latvian Lithuanian Egiptas Macedonian Mandarin Norwegian Egypt Polish Egipt Portuguese Egito Romanian Egipt Russian Serbian Slovak Egypt Slovenian Egipt Spanish Egipto Swahili Misri Swedish Egypten Tagalog Ehipto Thai Turkish Ukrainian Vietnamese Ai Welsh Yr Aifft,1 star
